real,pred
"[0.1223189619067143, 0.175606377455549, 0.2038275617779153, 0.1848530978496314, 0.1458140854819984, 0.0978655443322525, 0.0505740535703457, 0.0156934634997052, 0.0006766462003183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007592270606732, 0.0020109808648962]","[0.1395338773727417, 0.1882842630147934, 0.2110723853111267, 0.18554027378559113, 0.13582810759544373, 0.08425336331129074, 0.03616223856806755, 0.009784591384232044, 0.0011300990590825677, 0.00018768997688312083, 3.6286637623561546e-05, 2.2678639652440324e-05, 5.9357691498007625e-05, 0.00026112826890312135, 0.0021354062482714653, 0.005708297714591026]"
"[0.1352781572459379, 0.1856126413135924, 0.2106207838270867, 0.1872808996295606, 0.1429544352019772, 0.0873886204525014, 0.0384219077216919, 0.0087537686278584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010109804794942, 0.002677805500299]","[0.14414182305335999, 0.1962771713733673, 0.22039805352687836, 0.1904953271150589, 0.13176628947257996, 0.0733526274561882, 0.026373445987701416, 0.006240579299628735, 0.0006033148965798318, 0.0001001799973892048, 1.9927647372242063e-05, 1.3714866327063646e-05, 4.7656591050326824e-05, 0.00026741967303678393, 0.0027566414792090654, 0.007145824376493692]"
"[0.163575905834844, 0.2050931433116183, 0.2160317163722306, 0.1798346644020403, 0.1276991399821198, 0.0691869851940871, 0.0255954199148071, 0.0042952744918779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0023810397812896, 0.006306710715085]","[0.15188537538051605, 0.2059866338968277, 0.22393706440925598, 0.18722811341285706, 0.124839648604393, 0.06607374548912048, 0.022223545238375664, 0.005014507099986076, 0.00047839153558015823, 8.839944348437712e-05, 1.9727667677216232e-05, 1.5387911844300106e-05, 5.6977241911226884e-05, 0.00032006282708607614, 0.0033011550549417734, 0.00853126123547554]"
"[0.1994939089866692, 0.2283460263735758, 0.2208379007634303, 0.1678997159145081, 0.1038385250679478, 0.0447651369626236, 0.0116416022178338, 0.0011809565671904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0060284755985211, 0.0159677515476996]","[0.18497633934020996, 0.22636529803276062, 0.22681757807731628, 0.17491470277309418, 0.10631246864795685, 0.0476284958422184, 0.013290389440953732, 0.0027859737165272236, 0.00026911793975159526, 6.271035817917436e-05, 1.7939390090759844e-05, 1.6729707567719743e-05, 6.745172140654176e-05, 0.00037220673402771354, 0.004178189672529697, 0.011924413032829762]"
"[0.2302130000188658, 0.2493469401702986, 0.2269850013238862, 0.1566261717327231, 0.0800122389114818, 0.0238285304151492, 0.0027001266500994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0083009878065264, 0.0219870029709691]","[0.21778780221939087, 0.252156138420105, 0.23366345465183258, 0.1592576652765274, 0.07968524843454361, 0.025749746710062027, 0.004943244159221649, 0.0009107390069402754, 9.909183427225798e-05, 3.777745951083489e-05, 1.8007798644248396e-05, 2.3456466806237586e-05, 0.00011332183930790052, 0.0005849712179042399, 0.006438090465962887, 0.018531182780861855]"
"[0.2363335812892106, 0.2566193221325271, 0.232369496953526, 0.1552957369693592, 0.0722127388571195, 0.0165108429026168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0084024727078585, 0.0222558081877821]","[0.24509918689727783, 0.2646726667881012, 0.23213371634483337, 0.14419184625148773, 0.061774857342243195, 0.01623523235321045, 0.002513704588636756, 0.00045579078141599894, 5.789686110801995e-05, 3.159810512443073e-05, 2.2641212126472965e-05, 3.406919495319016e-05, 0.0001685861498117447, 0.0008013640763238072, 0.008335991762578487, 0.023470940068364143]"
"[0.2283959096508627, 0.2546368226162605, 0.2347727417702044, 0.1592288333941238, 0.0758032384025413, 0.0181384792515303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0079545607244774, 0.0210694141899992]","[0.24898883700370789, 0.271150678396225, 0.23208676278591156, 0.13854582607746124, 0.05529879033565521, 0.013277329504489899, 0.0017844692338258028, 0.0003162760694976896, 4.25464277213905e-05, 2.798492096189875e-05, 2.36362266150536e-05, 3.906670826836489e-05, 0.00021016191749367863, 0.0009899064898490906, 0.01021476648747921, 0.027002999559044838]"
"[0.2308976567535404, 0.257496328503104, 0.2342417307140916, 0.1552351726463266, 0.0727559581715349, 0.0174130259655573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008581932641359, 0.0093159961641054, 0.0217859378176036]","[0.25033336877822876, 0.2698470652103424, 0.23034755885601044, 0.14014676213264465, 0.05752761289477348, 0.014414487406611443, 0.002144596306607127, 0.0003865224134642631, 5.2851355576422065e-05, 3.3668165997369215e-05, 2.6660140065359883e-05, 4.1372128180228174e-05, 0.00019594363402575254, 0.0008459632517769933, 0.008476224727928638, 0.025179369375109673]"
"[0.2430699911481457, 0.2675424586755759, 0.2347450380327837, 0.1454326915347467, 0.0630357693221212, 0.0140047578738446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014519376716204, 0.0097584966731266, 0.0209588590680349]","[0.2393023520708084, 0.26663729548454285, 0.23293708264827728, 0.14585499465465546, 0.06069232523441315, 0.015313873998820782, 0.0022083218209445477, 0.00038612174103036523, 4.8949532356346026e-05, 2.9486987841664813e-05, 2.1256593754515052e-05, 3.27653979184106e-05, 0.00017442053649574518, 0.0008656956488266587, 0.00932353176176548, 0.026171566918492317]"
"[0.2545922295057275, 0.2716653051986716, 0.2309537886785257, 0.1386473633712529, 0.0582508090113498, 0.0126850540167606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000877663058111, 0.0096699305807779, 0.0226578565788226]","[0.2413824498653412, 0.2681289315223694, 0.23429271578788757, 0.144873708486557, 0.05779581516981125, 0.014189665205776691, 0.001998125808313489, 0.0003429586940910667, 4.576368519337848e-05, 2.9764916689600796e-05, 2.413716538285371e-05, 3.951145845348947e-05, 0.00020213291281834245, 0.0009390058694407344, 0.009474755264818668, 0.02624053880572319]"
"[0.2568526888150006, 0.2710647815772912, 0.2314675848416261, 0.1418699987554346, 0.0607760754561597, 0.0130233767440628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068367770404227, 0.018108716770002]","[0.2637462317943573, 0.27549195289611816, 0.22823789715766907, 0.13158899545669556, 0.04846195876598358, 0.010616951622068882, 0.0013934088638052344, 0.00024725886760279536, 3.7782290746690705e-05, 3.0082304874667898e-05, 2.9575674489024095e-05, 5.1733462896663696e-05, 0.00025689383619464934, 0.0011042245896533132, 0.010135114192962646, 0.028569934889674187]"
"[0.2398292276037924, 0.2664201070977574, 0.2398233468231112, 0.1535079011388044, 0.067559696046611, 0.0143431483702455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005074811569842, 0.0134417613498357]","[0.26420435309410095, 0.27458682656288147, 0.2292497158050537, 0.1330396682024002, 0.04825173690915108, 0.010755647905170918, 0.001409245771355927, 0.00025606100098229945, 3.915715933544561e-05, 3.229903450119309e-05, 3.0820603569736704e-05, 5.2936804422643036e-05, 0.00025744002778083086, 0.0010494096204638481, 0.00932386051863432, 0.02746083214879036]"
"[0.2203787039401755, 0.2592875798645297, 0.2452513458927416, 0.165427621966689, 0.0777458244085327, 0.0186544637662781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036326315927414, 0.0096218285683116]","[0.2490094006061554, 0.2721286416053772, 0.23351478576660156, 0.1409820020198822, 0.05329001322388649, 0.01240911241620779, 0.0016501958016306162, 0.0002908105670940131, 4.089231151738204e-05, 2.9688004360650666e-05, 2.6060917662107386e-05, 4.4224620069144294e-05, 0.00022656710643786937, 0.000987307634204626, 0.009390685707330704, 0.025979578495025635]"
"[0.2151056531099159, 0.2507746967727919, 0.2397678943988525, 0.1702770323574189, 0.0878047867569355, 0.025454846372048, 0.0012093407237379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026326345027873, 0.0069731150055117]","[0.24674096703529358, 0.2698982357978821, 0.23391082882881165, 0.1425885260105133, 0.05483616515994072, 0.01278614904731512, 0.0017323002684861422, 0.0002958993427455425, 4.082077066414058e-05, 2.8334134185570292e-05, 2.3665432308916934e-05, 4.073665331816301e-05, 0.00021000321430619806, 0.000978188356384635, 0.009691591374576092, 0.02619757130742073]"
"[0.2061374373189869, 0.2405828575986167, 0.2343694055571828, 0.1747718186362341, 0.0991062441204536, 0.0347823352891872, 0.0046564967005757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015329767235657, 0.0040604280551968]","[0.24179619550704956, 0.2681630253791809, 0.23454338312149048, 0.14476394653320312, 0.05798427388072014, 0.013909472152590752, 0.001888939761556685, 0.0003251424350310117, 4.345779598224908e-05, 2.797867273329757e-05, 2.1784328055218793e-05, 3.608595943660475e-05, 0.00019162631360813975, 0.0009561608894728124, 0.009500174783170223, 0.02584824711084366]"
"[0.1899709384564745, 0.2295308935472754, 0.2302262603484223, 0.1768660200488949, 0.1072981597749476, 0.0443259956320877, 0.0101748482625093, 0.0008700906188067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029426181157764, 0.0077941751948046]","[0.22434039413928986, 0.25703832507133484, 0.23636263608932495, 0.1581990271806717, 0.0718216821551323, 0.020884593948721886, 0.003480104962363839, 0.0006111952243372798, 7.417461165459827e-05, 3.506581924739294e-05, 2.0365907403174788e-05, 2.86890244751703e-05, 0.00013772083912044764, 0.0006648842827416956, 0.0067402953281998634, 0.019560765475034714]"
"[0.1641936139917371, 0.2076423427712401, 0.2164233271027502, 0.1750192437455422, 0.1198337840725774, 0.0655506880199716, 0.0266783988926702, 0.0062874064737545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0050349680249024, 0.013336226904854]","[0.2047080248594284, 0.24692219495773315, 0.23790283501148224, 0.16992953419685364, 0.0839017853140831, 0.027683867141604424, 0.005146937444806099, 0.0009205914102494717, 0.0001015262387227267, 3.776323501369916e-05, 1.812001755752135e-05, 2.2521368009620346e-05, 0.0001087864875444211, 0.0005597563576884568, 0.005869442131370306, 0.01616632379591465]"
"[0.1267294261801023, 0.1707627470264481, 0.19051583629263, 0.1694408258495046, 0.136099579196094, 0.0968975238093165, 0.0574583956730544, 0.0237877052891147, 0.0054706253548661, 0.0008006514976944, 0.0, 0.0, 0.0, 0.0015565020845364, 0.007049299516426, 0.0134308822302119]","[0.19061903655529022, 0.23324547708034515, 0.23256725072860718, 0.1774391084909439, 0.09929676353931427, 0.03864220157265663, 0.008726651780307293, 0.001706720911897719, 0.00017557207320351154, 4.9711507017491385e-05, 1.7034459233400412e-05, 1.714970130706206e-05, 7.596665091114119e-05, 0.00040548190008848906, 0.0044126734137535095, 0.012603235431015491]"
"[0.0829340622427745, 0.1296504591573805, 0.1627467315939423, 0.1628064423029002, 0.1492557993197081, 0.1243372134576747, 0.0909406192404155, 0.0529359537484246, 0.0220299047790626, 0.0055554917579636, 0.0001934860408603, 0.0, 0.0, 0.0024962448258735, 0.0061726983036097, 0.0079448932294092]","[0.14475177228450775, 0.19517941772937775, 0.21676868200302124, 0.18748140335083008, 0.13195541501045227, 0.07688526064157486, 0.02958284132182598, 0.0073238275945186615, 0.0008446311112493277, 0.0001517295022495091, 3.3283664379268885e-05, 2.1534313418669626e-05, 6.320190732367337e-05, 0.0002711260167416185, 0.0022256558295339346, 0.00646018935367465]"
"[0.0410040920928942, 0.0845927234032584, 0.127625461580878, 0.1473638068852232, 0.1503706148958332, 0.1388247265469115, 0.1187869621530709, 0.0889399307801678, 0.0542954166229946, 0.0257711210572006, 0.0091059283688236, 0.002454484677992, 0.0009423210789467, 0.0031554641945992, 0.0040168290869417, 0.0027501165742638]","[0.040497004985809326, 0.08499016612768173, 0.16246643662452698, 0.18872159719467163, 0.2142268568277359, 0.15206579864025116, 0.09642486274242401, 0.04276410490274429, 0.00927700288593769, 0.0014169712085276842, 0.00026300421450287104, 0.00010910514538409188, 0.00010570648737484589, 0.00028594123432412744, 0.0017808361444622278, 0.0046046278439462185]"
"[0.0125171135820619, 0.039997505048791, 0.0800763960900986, 0.1138315600182754, 0.1335072535123334, 0.1370903577340935, 0.1330691044810461, 0.1180019818859759, 0.0925911063403184, 0.0630392416178045, 0.0379713240173618, 0.0197237609878735, 0.0093064819748438, 0.0053128506960539, 0.0029813342570998, 0.0009826277559677]","[0.025008559226989746, 0.05756786838173866, 0.12928323447704315, 0.16582252085208893, 0.2155207395553589, 0.1642901450395584, 0.12835118174552917, 0.07484173774719238, 0.026057640090584755, 0.005637722555547953, 0.0014123874716460705, 0.0005358970374800265, 0.00031335095991380513, 0.0004764196928590536, 0.001596373040229082, 0.0032842031214386225]"
"[0.0029610591405073, 0.0107505168284497, 0.0333848201504623, 0.0637639542214383, 0.0924086929694851, 0.1130611266536372, 0.1274583967208441, 0.130671701329789, 0.1229150743620853, 0.1059631937219917, 0.0858195019013238, 0.0592998979841749, 0.0320308110936745, 0.01347029483687, 0.005199453537553, 0.000841504547713]","[0.04429403319954872, 0.08986072987318039, 0.13558262586593628, 0.14744311571121216, 0.14447703957557678, 0.13553839921951294, 0.11595705151557922, 0.08638457953929901, 0.05212153494358063, 0.024857956916093826, 0.010937679558992386, 0.004984347615391016, 0.002364462474361062, 0.0015189307741820812, 0.0016104906098917127, 0.002066983375698328]"
"[0.0, 0.0, 0.0059771751448036, 0.0193770546786321, 0.0405565674033685, 0.068895508384937, 0.1002700857744297, 0.1267182692716108, 0.1408067314811028, 0.1416890381284042, 0.1359112203387603, 0.1131317682146779, 0.0702758579596851, 0.0284488632762009, 0.0074566427373596, 0.0004852172060269]","[0.027004553005099297, 0.05656008794903755, 0.09126636385917664, 0.11271060258150101, 0.1198611855506897, 0.12215863913297653, 0.11756858974695206, 0.10733477026224136, 0.08494986593723297, 0.06234194338321686, 0.043530140072107315, 0.027142129838466644, 0.013296087272465229, 0.006238806061446667, 0.004367099143564701, 0.0036691389977931976]"
"[0.0, 0.0, 0.0, 0.0008792592676316, 0.0063776559084794, 0.0229478447885937, 0.0565150536502502, 0.1003107770265635, 0.1354250500593887, 0.154236411829027, 0.1634114085037289, 0.1532387003329873, 0.1112679952107796, 0.059976828479223, 0.0255702326334, 0.0098427823099466]","[0.007358729373663664, 0.013528013601899147, 0.021833308041095734, 0.03288648650050163, 0.04727945476770401, 0.06512106955051422, 0.08503701537847519, 0.10407991707324982, 0.11521909385919571, 0.1194046288728714, 0.12299114465713501, 0.10923583060503006, 0.07621923834085464, 0.04205474257469177, 0.023258548229932785, 0.01449276227504015]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0033679237369294, 0.0234146187962484, 0.0641164424014601, 0.1073489029991285, 0.140812354521348, 0.1658204680830757, 0.1732764441555969, 0.1443720160696087, 0.0976981851243845, 0.0540233170376015, 0.0257493270746181]","[0.002142692916095257, 0.0031248030718415976, 0.004476191475987434, 0.007140147499740124, 0.01376719493418932, 0.02619931846857071, 0.048463739454746246, 0.07966101914644241, 0.11169887334108353, 0.13688251376152039, 0.15400883555412292, 0.15456314384937286, 0.12120725959539413, 0.07486426085233688, 0.04053732752799988, 0.021262694150209427]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0064537998774272, 0.0322752162043501, 0.0729805229770815, 0.117316196672327, 0.1579893766176464, 0.1833219315808306, 0.1688408616698072, 0.1289704172282296, 0.0829166802192373, 0.0489349969530624]","[0.0004038205661345273, 0.00038591300835832953, 0.00036567036295309663, 0.0004909656709060073, 0.0010880272602662444, 0.0028928727842867374, 0.010850533843040466, 0.040525536984205246, 0.08374442160129547, 0.12582027912139893, 0.1647643893957138, 0.17955446243286133, 0.1585698276758194, 0.11306939274072647, 0.07241182029247284, 0.0450621172785759]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001750671429514, 0.0153858765556764, 0.0518957417980202, 0.099473952147243, 0.1470445048320586, 0.1830353419458155, 0.1788280949906084, 0.143818541655415, 0.1037848894220882, 0.0765579895101227]","[0.00031463467166759074, 0.00023285065253730863, 0.00016007650992833078, 0.00014847939019091427, 0.0002534939849283546, 0.0005761216161772609, 0.0026258104480803013, 0.016092220321297646, 0.05192188173532486, 0.10059388726949692, 0.15607097744941711, 0.1866176426410675, 0.17944203317165375, 0.13917602598667145, 0.09952419996261597, 0.06624969094991684]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0121630666359382, 0.0464750551363253, 0.0933297333361716, 0.1409075537435856, 0.1774365559569483, 0.177769461904953, 0.1483866054972658, 0.1137688065498799, 0.0897631612389317]","[0.0003719689848367125, 0.0002357914054300636, 0.00011433650797698647, 7.384422497125342e-05, 8.011641330085695e-05, 0.0001304664765484631, 0.0005219421000219882, 0.004064321052283049, 0.022636424750089645, 0.06554366648197174, 0.13462549448013306, 0.18724244832992554, 0.19607461988925934, 0.16454094648361206, 0.1276581734418869, 0.09608543664216995]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010297506805346, 0.042653127524232, 0.0910917017930712, 0.1411374183300229, 0.1790551652328098, 0.1810192557903103, 0.1539415165861983, 0.1157901694068135, 0.0850141385311956]","[0.0005823943065479398, 0.00038069181027822196, 0.00018015711975749582, 9.94786387309432e-05, 8.48480049171485e-05, 0.00011083851859439164, 0.0003528571978677064, 0.0025996987242251635, 0.016013698652386665, 0.053064387291669846, 0.12336856871843338, 0.1855020374059677, 0.20338959991931915, 0.17119556665420532, 0.1391606330871582, 0.1039145439863205]"
"[0.001620642711214, 0.0006118585330746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0081961770683797, 0.0370507906403179, 0.0853263232809593, 0.1387001187496811, 0.1798923275837309, 0.1841609482036892, 0.1602280288871134, 0.1203951221333365, 0.0838176622085029]","[0.0005648740916512907, 0.00035861163632944226, 0.0001618429960217327, 8.554593659937382e-05, 6.823185685789213e-05, 8.051209442783147e-05, 0.00023856219195295125, 0.0017693262780085206, 0.01217375136911869, 0.046363815665245056, 0.11842996627092361, 0.18354976177215576, 0.20581799745559692, 0.1740376353263855, 0.14676588773727417, 0.10953370481729507]"
"[0.0024978036712165, 0.0009430224685575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0062587929186539, 0.03113916515907, 0.0752935031081194, 0.1296733821793371, 0.1758224059599648, 0.1854553957441589, 0.1661785634047222, 0.1307992288675339, 0.0959387365186653]","[0.0005462109693326056, 0.0003335497749503702, 0.00013755766849499196, 6.891911471029744e-05, 4.721137156593613e-05, 4.902426735498011e-05, 0.00012103401240892708, 0.0008257629233412445, 0.006784037221223116, 0.03438087925314903, 0.10420678555965424, 0.17875021696090698, 0.21075400710105896, 0.1842147409915924, 0.15879780054092407, 0.11998216807842255]"
"[0.0014578430697331, 0.0005503950475498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029695407552823, 0.0221580293430957, 0.0623972286999263, 0.1197924759642324, 0.1729717578155115, 0.1899505432568186, 0.1750202300180198, 0.1428285296990677, 0.1099034263307624]","[0.019969265908002853, 0.017930062487721443, 0.007170387078076601, 0.0022185808047652245, 0.0007159733795560896, 0.00019903271459043026, 8.810999861452729e-05, 0.00013985509576741606, 0.0008853274630382657, 0.007523299660533667, 0.05179857090115547, 0.11146564036607742, 0.18941345810890198, 0.15500812232494354, 0.22726742923259735, 0.2082068920135498]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007750774782324, 0.0146475954902255, 0.0526842960740944, 0.1128957456866935, 0.1717545257688031, 0.194372909827327, 0.1826966038103107, 0.1509454245030535, 0.1192278213612595]","[0.014504656195640564, 0.013050779700279236, 0.005196279380470514, 0.00217579398304224, 0.0007038572221063077, 0.00023369021073449403, 0.00012515288835857064, 0.00024673898587934673, 0.002061961917206645, 0.012022379785776138, 0.05866649001836777, 0.11847950518131256, 0.2248683124780655, 0.15948764979839325, 0.2353156954050064, 0.15286105871200562]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0104439118849032, 0.046738001094354, 0.1085728693828248, 0.1706789513879092, 0.196128585013657, 0.1861687477549258, 0.1553833604198601, 0.1258855730615657]","[0.012342480011284351, 0.010875707492232323, 0.004272659309208393, 0.0017509358003735542, 0.0005422051763162017, 0.00017281956388615072, 8.453381451545283e-05, 0.0001704979222267866, 0.0015012096846476197, 0.010434283874928951, 0.05504271760582924, 0.1156998947262764, 0.22394758462905884, 0.1637311726808548, 0.2415347546339035, 0.1578965038061142]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0083634703447594, 0.0422400992847473, 0.1052103139149085, 0.1708669480772195, 0.1980766728395582, 0.1882539333328611, 0.157887581911173, 0.1291009802947726]","[0.005128754768520594, 0.004306635353714228, 0.001758044003508985, 0.0006140991463325918, 0.00024252920411527157, 8.585210889577866e-05, 5.1604070904431865e-05, 0.00012082991452189162, 0.0009180449997074902, 0.010522010736167431, 0.06120869517326355, 0.12075366079807281, 0.1975935995578766, 0.17181892693042755, 0.22991682589054108, 0.19495996832847595]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078303601993783, 0.0404105815174265, 0.1032362271560743, 0.1693524986724946, 0.1984658229096792, 0.1900389635668633, 0.1600332686422451, 0.1306322773358385]","[0.00046629970893263817, 0.0002995212853420526, 0.00012878097186330706, 5.5926007917150855e-05, 5.240016616880894e-05, 4.89439771627076e-05, 9.202841465594247e-05, 0.00043680533417500556, 0.002669464098289609, 0.025594407692551613, 0.10171273350715637, 0.15694990754127502, 0.182724729180336, 0.19105961918830872, 0.17014461755752563, 0.1675638109445572]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0073567487607363, 0.0394268821692073, 0.1029136191276009, 0.1693890000626641, 0.198621407223409, 0.1902953302721859, 0.160679057612247, 0.131317954771949]","[0.00031809916254132986, 0.00019257749954704195, 8.848293509799987e-05, 4.565200288197957e-05, 5.348102422431111e-05, 6.070200470276177e-05, 0.00012995002907700837, 0.0006325858412310481, 0.0036044891458004713, 0.031153719872236252, 0.10964767634868622, 0.15385045111179352, 0.1792547106742859, 0.19066202640533447, 0.16896359622478485, 0.1613418161869049]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007646475163777, 0.0396233768476359, 0.1034358234189364, 0.1704851816554766, 0.1987931133545103, 0.1892911153728843, 0.1599101757544615, 0.1308147384323176]","[0.00028403845499269664, 0.00016161968233063817, 6.345907604554668e-05, 3.596427268348634e-05, 2.999579010065645e-05, 3.2962219847831875e-05, 8.184131002053618e-05, 0.0005759007763117552, 0.0052963318303227425, 0.03256320580840111, 0.10065173357725143, 0.17099924385547638, 0.20802272856235504, 0.1892964243888855, 0.1634073406457901, 0.1284971982240677]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0090719988075332, 0.0404183318347409, 0.1009781692477082, 0.165878182417644, 0.1962014642336361, 0.1905250750620112, 0.1634200634188793, 0.1335067149778468]","[0.00028010513051413, 0.00016164865519385785, 6.656989717157558e-05, 3.818214827333577e-05, 3.2266831112792715e-05, 3.61573402187787e-05, 9.422347648069263e-05, 0.0006794783403165638, 0.0059873927384614944, 0.03477228432893753, 0.10294923186302185, 0.17477279901504517, 0.20537099242210388, 0.1879706084728241, 0.16060373187065125, 0.12618431448936462]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0099426944941086, 0.0407842715728011, 0.0987182582545835, 0.1612135221755213, 0.1926326424812476, 0.1905394695042209, 0.1671964751654188, 0.1389726663520978]","[0.0002758698246907443, 0.00015761279792059213, 6.249054422369227e-05, 3.612263026298024e-05, 3.0216091545298696e-05, 3.3599040762055665e-05, 8.245724166044965e-05, 0.0005920586991123855, 0.005329636391252279, 0.03236385062336922, 0.10012572258710861, 0.17257945239543915, 0.20727108418941498, 0.1911259889602661, 0.16279315948486328, 0.12714070081710815]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009962963951071, 0.0417226108044009, 0.1002149616826064, 0.1619595769289677, 0.1910761526555734, 0.1880653424627192, 0.1663146627244316, 0.1406837287902295]","[0.00033526693005114794, 0.00019753056403715163, 7.753074169158936e-05, 4.223820360493846e-05, 3.293243935331702e-05, 3.314752029837109e-05, 7.430022378684953e-05, 0.00048760304343886673, 0.004492202773690224, 0.028978148475289345, 0.09468632191419601, 0.17107339203357697, 0.20784685015678406, 0.19267694652080536, 0.1668604612350464, 0.13210523128509521]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0108616112717342, 0.0442079203983707, 0.1029334497111528, 0.1634439194529758, 0.1904416826568858, 0.1863569256904132, 0.1640180408751329, 0.1377364499433343]","[0.000342068902682513, 0.00019459109171293676, 7.60632028686814e-05, 4.1689454519655555e-05, 3.091205871896818e-05, 3.0122033422230743e-05, 6.305000715656206e-05, 0.0004225852317176759, 0.003997947555035353, 0.027212148532271385, 0.09191945195198059, 0.16904212534427643, 0.20674964785575867, 0.19525209069252014, 0.16826944053173065, 0.13635607063770294]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012705719212814, 0.0473536001453446, 0.1048717302505762, 0.1627066323386228, 0.1894999222723012, 0.1856277421128757, 0.1625157645726215, 0.1347188890948439]","[0.002106989501044154, 0.0016430946998298168, 0.0007063436205498874, 0.00038524818955920637, 0.00015078207070473582, 7.087179983500391e-05, 5.0985010602744296e-05, 0.00016467976092826575, 0.0014397121267393231, 0.012742109596729279, 0.05335370451211929, 0.13391512632369995, 0.2326332926750183, 0.19097712635993958, 0.2033553123474121, 0.16630467772483826]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018244804979683, 0.0173737114981305, 0.0525967416219031, 0.1077003992244326, 0.1627291642711308, 0.1879205057372897, 0.1819977026495318, 0.1576029180666021, 0.1302543764330107]","[0.0024717978667467833, 0.001981408102437854, 0.0008721239282749593, 0.0004683214647229761, 0.00018547112995292991, 8.47858827910386e-05, 6.229211430763826e-05, 0.00019272929057478905, 0.0016386215575039387, 0.013427447527647018, 0.053440503776073456, 0.13324466347694397, 0.23661142587661743, 0.18802198767662048, 0.20466724038124084, 0.16262918710708618]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0059294976478483, 0.0257468296245393, 0.0611202716524153, 0.1122762960656152, 0.163977530336729, 0.1850768896600518, 0.1754560088417112, 0.1488523980991671, 0.1215642780719226]","[0.002388763939961791, 0.0019300758140161633, 0.0008536811801604927, 0.00045867831795476377, 0.00018154170538764447, 8.279347093775868e-05, 6.194147863425314e-05, 0.00019345205510035157, 0.001635565422475338, 0.013536922633647919, 0.05360192060470581, 0.1328950971364975, 0.2361118048429489, 0.1908150017261505, 0.20294101536273956, 0.16231182217597961]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014190858088207, 0.013169785270973, 0.0376427865704222, 0.0716127771730859, 0.1165982151690652, 0.1636675558637221, 0.1805609775508263, 0.1681283904035501, 0.1384417990858769, 0.1087586271036571]","[0.0006204461678862572, 0.00045540626160800457, 0.00022891098342370242, 0.0001289899373659864, 0.00010870061669265851, 0.00011938609532080591, 0.0002963707083836198, 0.0017750762635841966, 0.010883432812988758, 0.04247070103883743, 0.10649729520082474, 0.171931192278862, 0.2025335133075714, 0.18561920523643494, 0.1558140069246292, 0.12051741033792496]"
